PERIOD,RADIUS,DENSITY,NUM_PLANETS,DURATION,TEFF,DEPTH
31.5073649,0.74,0.19334,1.0,7.362,3554.0,330.5
3.662222,13.3765,0.993,1.0,4.253,5826.0,4017.0
3.246565,12.5001,0.993,1.0,3.478,6277.0,8870.0
11.17931581,1.81,2.57563,1.0,3.103,6292.0,90.6
11.0023133,4.25882,0.993,1.0,5.305,6264.0,298.0
10.090259,3.567,0.993,1.0,1.7502645,5454.42,2585.7862462
2.115498574,25.84,0.01019,1.0,6.738,5917.0,444.2
10.5739387,4.60829,0.993,1.0,3.484,9088.0,493.0
66.67305,2.64,1.75231,1.0,6.381,6592.0,472.1
0.584310213,23.09,0.13511,1.0,2.1801,5783.0,809.4
0.3674645,3.9,0.993,0.0,3.30605,5726.0,0.0631
179.85022331,3.567,0.993,2.0,2.95,5726.0,714.1
9.86869589,21.68,0.51376,1.0,2.876,7301.0,5915.0
24.9093027,1.32,1.66967,1.0,3.8,4810.0,332.6
19.979098,22.98,0.16039,1.0,10.5638,5907.0,38418.0
12.24568,2.047,0.993,0.0,3.30605,5329.0,714.1
13.782522208,41.84,0.56579,1.0,8.27762,5246.0,248940.0
8.2927558,1.01,0.31213,2.0,4.784,6146.0,103.3
15.3466028,3.64,0.59544,1.0,4.966,6771.0,238.5
15.1563,3.01,0.993,0.0,3.30605,5726.0,0.0622
2.9360281,7.18912,0.993,1.0,2.118,4983.6,6790.0
3.88258905,0.78,0.95809,1.0,2.741,5780.0,57.8
160.130899,6.67,0.15369,1.0,13.775,6092.0,1183.0
22.52907,1.39,62.58418,1.0,1.373,5284.0,327.1
2.62387291,74.23,0.61632,1.0,4.61248,6728.0,232470.0
3.0932735,3.567,0.993,1.0,2.937,5726.0,10900.0
2.080431782,345.7,0.64364,1.0,7.4997,8344.0,894200.0
14.2317652,8.27506,0.993,1.0,8.372,5914.0,912.0
34.144,3.567,0.993,0.0,3.30605,5690.0,0.2836
1.0697877,3.567,0.993,1.0,1.979,8576.7,3990.0
2.302368,1.31258765,0.993,0.0,3.30605,4720.0,714.1
12.4458741,21.0847933,0.993,1.0,11.5424587,6746.0,7049.3777392
7.81285862,1.68,0.98735,2.0,4.098,6237.0,117.3
80.8723469,7.59,0.37264,1.0,11.195,5510.0,3604.6
1.36991,11.8886,0.993,1.0,4.156,7339.8,1170.0
